commentId,text,author,authorChannelId,publishedAt,updatedAt,likeCount,replyCount
Ugzs2vBF5s6TPz2Kj-x4AaABAg,I've watched this many times but when I always hear wee saying he could have done so much makes me cry like bro really wanted that ti champion,@elyk8552,UC0-2vv0gyeHSF_LFT3PrRGw,2025-09-24T11:33:48Z,2025-09-24T11:33:48Z,0,0
Ugymktu2B2ZtjObzEXp4AaABAg,"1:02:02 if you doubt before how genius Topson is, go back at this time stamp",@HGL33,UCE6dQTqTzYJ9ozXotO7JF2g,2025-09-24T02:40:23Z,2025-09-24T02:40:23Z,0,0
Ugwn6l98U7Tz_jROnPl4AaABAg,"Someone told me that if the OLD OG would make a comeback in today's DOTA, they would get crushed.
Well, I told them: They literally won and Fountain dived with a freaking SUPP HERO in TI9. If TI8 was their tough road, then TI9 was a walk in the park.",@rundoomshorts1998,UCRx0lrlmN62Wkkbf8aWEMJw,2025-09-24T01:31:50Z,2025-09-24T01:31:50Z,3,0
UgwQRc61i-KYd8_c1g54AaABAg,49-8,@Skip2mylouDA,UCIiO1Go16QsvQNZDmEy68Kg,2025-09-23T14:23:09Z,2025-09-23T14:23:09Z,0,0
Ugx25-pmK3lunSYnGjh4AaABAg,2018 MVP: ANA : 2019 MVP: TOPSON,@antonioa.magangatjr.2344,UCSuYihPjz6l_J1hDoN99Sow,2025-09-23T11:16:57Z,2025-09-23T11:16:57Z,0,0
UgwRNQbZA2p1GS2pUDt4AaABAg,1:18:16 the respect!,@iamclydieCS,UCppCjampCljoD-S1Z7-bQOA,2025-09-23T08:48:33Z,2025-09-23T08:48:33Z,1,0
UgzM-2RAK55UGUHExC54AaABAg,w33ha and Ame both TI denied but a good player,@randomguyatfarm,UCpvyPz1vhdlr05qsEnh6O3A,2025-09-23T02:22:10Z,2025-09-23T02:22:10Z,0,0
Ugwr4vWRyUXDULLJ4R94AaABAg,37:57 hahahaha man :D so cool,@iamclydieCS,UCppCjampCljoD-S1Z7-bQOA,2025-09-22T23:02:47Z,2025-09-22T23:02:47Z,0,0
UgwIdECJxP5lHJyY_yJ4AaABAg,GG ❤,@BossKupalKaBaBoss,UCupPuB9YDFN4EoiFal3T15A,2025-09-22T22:39:02Z,2025-09-22T22:39:02Z,0,0
UgwR7HHaeZ4jrmcwzN14AaABAg,Drop a like if you agree.,@huyen-o2b,UCoQVeee_EeC0DoaT8VgFQOg,2025-09-22T21:33:30Z,2025-09-22T21:33:30Z,0,0
UgxFneUZMV239FLqtLZ4AaABAg,"for all those watching this is September 2025,  get married and have kids already",@Dukens1998,UCD97N2tXuBmultjcM6INouw,2025-09-22T11:53:40Z,2025-09-22T11:53:40Z,0,0
Ugw90KD-eHQ4adQEaKF4AaABAg,My true sight stops here ❤,@suryaong989,UCGfNv2qZXBTZRdvx1nh0cWg,2025-09-22T11:41:50Z,2025-09-22T11:41:50Z,0,0
Ugz7v1AfagYCAer4SCN4AaABAg,every time TI ends. We go back to this. Hoping they do True sight again,@symonmanalo6886,UCJPr7ShziLzC5gJggIpVggw,2025-09-22T00:21:38Z,2025-09-22T00:21:38Z,0,0
Ugx_FoqO679eoiuUbTl4AaABAg,Omg ❤❤❤,@iamclydieCS,UCppCjampCljoD-S1Z7-bQOA,2025-09-21T23:55:48Z,2025-09-21T23:55:48Z,0,0
Ugzs37A4sAylHz-eQ1l4AaABAg,Jerax never played bad in any of their games he is the MVP for me.,@heisenberg5456,UCyB7NUiUqSI3_gY1JQCQGSQ,2025-09-21T15:14:27Z,2025-09-21T15:14:27Z,0,0
UgzHyTFw7oI7a_8A-LV4AaABAg,"Ok guys, feel free today's game. Meanwhile (T.A, Tide)..",@iamkupal-l1k,UCkXESXGiMdtxWucyZJOXgaA,2025-09-21T14:05:12Z,2025-09-21T14:05:12Z,0,0
UgxY9BIMZX5jNCjKFuZ4AaABAg,Mc still feels out of his depth.,@maguiresyndicatehunter615,UCSMMbm-H4FmFE3CvfnftqHQ,2025-09-21T13:46:05Z,2025-09-21T13:46:05Z,0,0
Ugxdw5AA20Sz3kSTFxp4AaABAg,OG boys didn't play seriously in this whole tournament at all,@equinoxproxima,UC8oufUezby2cnVJ-C2hd69g,2025-09-21T10:50:29Z,2025-09-21T10:50:29Z,0,0
UgzFlitycqBFeHRokfR4AaABAg,TI8 and TI9 was the peak. Compare to latest event damn they're boring af especially Ame and the gang 😂,@farasdaq9236,UCwMAn3UqvMxiut3n-r3gHsA,2025-09-21T06:48:12Z,2025-09-21T06:48:12Z,0,0
UgykWaOV-JxYOkSj3Dt4AaABAg,Still give Ana IO,@thanhhoatran1991,UCt96OewGADVnMp0omRzpbgw,2025-09-21T06:44:45Z,2025-09-21T06:44:45Z,0,0
Ugz3QQd0GU0T1xpe7wF4AaABAg,"Now it's 2025, and Have you know why? 29:55",@whenyouthend,UCNiIT7TJcX62KpwyiqFkmtQ,2025-09-21T04:53:06Z,2025-09-21T04:53:06Z,0,0
Ugwcm-8OZmKngzWGI6J4AaABAg,mind control may be the stupidest person to have ever been born.,@Altair0602,UCNHZVltwQSsHZw-BDRWvebg,2025-09-21T04:32:56Z,2025-09-21T04:32:56Z,0,0
Ugx6kfPeBk-WiN5lQJd4AaABAg,Still one of the best,@BigBunoyTV,UCQBYXjzQObF0DTKvMl6LD6A,2025-09-21T01:58:47Z,2025-09-21T01:58:47Z,0,0
UgxDeCyTbzDSw6kixVl4AaABAg,2027 anyone?,@musictoyoureyes4847,UC-r_jnDkeWaXgYqvgjLTZmw,2025-09-20T10:29:06Z,2025-09-20T10:29:06Z,0,0
UgyHucPRsvl2gWvzH1F4AaABAg,"Kuro: Play free
Acts contradictorily 😂",@yowbrowtf,UCLu5-Snhlk5pmEUdEqHQH_g,2025-09-20T05:57:42Z,2025-09-20T05:57:42Z,0,0
Ugx_FERqiOfQ5hJ9pc14AaABAg,after hearing notail said that team liquid build og i gotta see this. this is the master now become the student moment,@knee8671,UCVoPQM41jphNaXVKSmjy2CQ,2025-09-20T04:20:36Z,2025-09-20T04:20:36Z,0,0
UgzhbvPDh216wj-KOqt4AaABAg,Saying why are they picking monkey mid  will haunt w33 forever!,@kittoycaligan,UCO5xDA-dD2ddLTJ7H0_XQqQ,2025-09-20T03:30:38Z,2025-09-20T03:30:38Z,0,0
UgwSI6IPGr2CqivaCT54AaABAg,"Just too much ego for Kuro, just because you won TI doesn't mean you disregard your teammates suggestions. And also Tide Ta wasn't so bad at all, they just fcked up with their support picks",@lgerald639,UCM_1-dvcP3suDaEL4niri9A,2025-09-20T01:56:05Z,2025-09-20T01:59:06Z,0,0
UgzcBYQMERI2TmsG0A54AaABAg,"W33 is cocky then too ""My Bad"" 🤣",@clyde-t2i,UC7lRPrz006z-NFzmbbY7lcA,2025-09-20T00:39:38Z,2025-09-20T00:39:38Z,0,0
Ugwe1fYSZ8qtnahkvyp4AaABAg,"poor mc man, he just got so fked on his tide. mega skilled player made look like a bady",@fev0r,UCdLYA71dIKwHqPJ9ctquu-g,2025-09-19T23:27:24Z,2025-09-19T23:27:24Z,0,0
UgzBIVJy66c5OaRpdyZ4AaABAg,"Ceb, best friend in ever❤️",@АзикРагимов-ф7ю,UCRJuPEghm7elKpokrohKsWQ,2025-09-19T23:08:55Z,2025-09-19T23:08:55Z,0,0
Ugxc3feC_eBTfHr0RZh4AaABAg,lakaaaaad matataaaaaaaag,@justinereinramos-d8o,UCXyQNn4bCnh0f6IwmprrbWg,2025-09-19T20:55:06Z,2025-09-19T20:55:06Z,0,0
Ugydq9CuyHGj_rQQKTB4AaABAg,Comeback here again September,@pudding5602,UC_qnv8T6PAIrD4FHLoCVafg,2025-09-19T19:25:28Z,2025-09-19T19:25:28Z,0,0
UgwB68ptOykwP5bn-CJ4AaABAg,"why ppl keep pick monkey mid?

later : silent",@hisakilana,UCIFFKOEx9PYpVWHun87GgRw,2025-09-19T16:05:34Z,2025-09-19T16:05:34Z,1,0
UgyxHxyGbpERXwNTtNZ4AaABAg,feels good man,@brixlapuz7310,UCYFHno4xWntb-NAD78EQlRQ,2025-09-19T13:30:10Z,2025-09-19T13:30:10Z,0,0
UgznCJZDi50DJof0u8N4AaABAg,"Damn w33 said , ""why do people keep picking Monkey Mid, honestly? ""Then he got served by Monkey 😂😂",@amirazmi5261,UCFldy6Ifq_JuLODMkm_270Q,2025-09-19T11:54:37Z,2025-09-19T11:54:37Z,0,0
Ugz6ArXOwVU8ufK5F-F4AaABAg,I love Ceb. He is definitely a good leader.,@wawa4122,UCf4WzEcr6-FDLxCIq9PwpLw,2025-09-19T08:29:29Z,2025-09-19T08:29:29Z,0,0
UgzZL8s74FwJTafZmQR4AaABAg,I am not playing final without my chatwheels man XD,@wawa4122,UCf4WzEcr6-FDLxCIq9PwpLw,2025-09-19T08:06:21Z,2025-09-19T08:06:21Z,0,0
UgwPhFT3mdaH7xjcau94AaABAg,it's a tradition to watch this masterpiece after TI8 🤍,@clkjhgfdsa,UCoSlyF9QKwJ33SMTYUc0Ncw,2025-09-19T07:32:59Z,2025-09-19T07:32:59Z,0,0
Ugwtx7u5K7zF6IgDx_V4AaABAg,I could’ve done so much more. -w33,@shazel0206,UCWmMDqtrMLfWXMAK2xEtU3w,2025-09-19T01:35:23Z,2025-09-19T01:35:23Z,0,0
Ugy1dzQvOm5UAJD-0dV4AaABAg,"Kuro: TA good again

Gh: side eye",@shazel0206,UCWmMDqtrMLfWXMAK2xEtU3w,2025-09-19T01:18:08Z,2025-09-19T01:18:08Z,1,0
UgwRIPcLLa5-WEmz-kF4AaABAg,"Man OG really got into their heads. After game 2, the series is basically over.",@chickenispower,UClyG6ApA_I0YabZfIVpzgug,2025-09-19T00:39:31Z,2025-09-19T00:39:31Z,0,0
UgxoLLIs1YU4LW5BjhN4AaABAg,"Rewatched TI8, now rewatching TI9 coz why not? 😂",@Cr4pTVOfficial,UCg4d4AJnT_mBRDt8Fx3OxyQ,2025-09-18T17:00:13Z,2025-09-18T17:00:13Z,0,0
Ugwot6LcuiHBjLUc-gh4AaABAg,If only they did not played meepo,@Meow_Stories101,UC81HYH7NYiD_w03CBvinWTA,2025-09-18T16:28:49Z,2025-09-18T16:29:34Z,0,0
Ugz20xkdKrLA6alQsgl4AaABAg,Bring back True Sight.,@tazaonthego,UCKRfawDGbN1dsgvUNKLy6ug,2025-09-18T15:52:27Z,2025-09-18T15:52:27Z,0,0
Ugzic0-9gH3ArqYvWFF4AaABAg,"September 2025 
""This make you a Dota 2 Legend.""
When your mom is very proud of you. 
Lucky Johan.",@RbnGspd,UCuVAz9VVt8lUKUocZi1nadw,2025-09-18T12:30:09Z,2025-09-18T12:30:09Z,0,0
